,RTN,date_sampled_well,sample_id_x,lab_x,Matrix_x,lat_x,lon_x,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,elevation_well,MUSYM_well,BROCKDEPMI_well,WTDEPANNMI_well,FLODFREQDC_well,FLODFREQMA_well,PONDFREQPR_well,DRCLASSDCD_well,DRCLASSWET_well,HYDGRPDCD_well,SLOPE_well,SLOPEGRADD_well,SLOPEGRADW_well,map_unit_groups_well,slope_phase_well,primary_series_well,secondary_series_well,tertiary_series_well,primary_texture_well,secondary_texture_well,tertiary_texture_well,extra_desc_well,slope_aspect_well,level_0_DS,index_DS,report,lab_y,sample_id_y,Matrix_y,date_sampled_ds,lat_y,lon_y,NEtFOSAA_DS,PFBS_DS,PFDA_DS,PFDoA_DS,PFHpA_DS,PFHxA_DS,PFHxS_DS,PFNA_DS,PFOA_DS,PFOS_DS,PFTA_DS,PFTrDA_DS,PFUnA_DS,elevation_ds,MUSYM_ds,BROCKDEPMI_ds,WTDEPANNMI_ds,FLODFREQDC_ds,FLODFREQMA_ds,PONDFREQPR_ds,DRCLASSDCD_ds,DRCLASSWET_ds,HYDGRPDCD_ds,SLOPE_ds,SLOPEGRADD_ds,SLOPEGRADW_ds,map_unit_groups_ds,slope_phase_ds,primary_series_ds,secondary_series_ds,tertiary_series_ds,primary_texture_ds,secondary_texture_ds,tertiary_texture_ds,extra_desc_ds,slope_aspect_ds,elevation_ds_to_well,Notif_Date,days_since_release,distance_ds_to_well,bearing_ds_to_well
78,2-0021075,2020-02-20 10:10:00,22 RUSSET LANE,Alpha,Dw,42.439586,-71.5077957,0.258,0.45366103665939,0.9,0.9,0.516234154672418,0.428555979549855,0.17319280610321,0.28193061402996,0.868751894666026,0.554087201858611,0.19875,0.2335,0.9,86,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,206.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,-1,2019-10-01 00:00:00,142.0,9.204584087087966e-06,320.73100386758733
79,2-0021075,2020-02-20 11:15:00,26 CRESCENT ST,Alpha,Dw,42.43766435,-71.50469316687546,0.258,5.42,0.92,0.92,10.5,30.2,18.4,0.0046283965470936,10.3,4.32,0.19875,0.2335,0.92,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,0,2019-10-01 00:00:00,142.0,7.355450887674463e-07,79.95224609688127
80,2-0021075,2020-02-20 12:10:00,25 CRESCENT ST,Alpha,Dw,42.43813627347114,-71.50255156850206,0.258,21.3,0.93,0.93,57.5,126.0,451.0,13.7,52.8,216.0,0.19875,0.2335,0.93,75,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,135.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,10,2019-10-01 00:00:00,142.0,9.292085450322176e-06,75.20597661329576
81,2-0021075,2020-02-20 12:45:00,20 CRESCENT ST,Alpha,Dw,42.43770715,-71.50506094258763,0.258,0.344674847448599,0.92,0.92,0.313579284745415,0.302031453438872,0.22578739379442,0.403700679503375,1.06194584532173,0.134206735754411,0.19875,0.2335,0.92,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,0,2019-10-01 00:00:00,142.0,2.566419130587341e-07,66.61798283264783
82,2-0021075,2020-02-20 13:15:00,338 GREAT RD,Alpha,Dw,42.4360784,-71.50284154401655,0.258,8.75,0.915,0.915,2.01,9.63,22.4,0.0445703384300606,3.99,2.93,0.19875,0.2335,0.915,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,198.43495178222656,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,142.0,9.475813468192986e-06,126.48340147034382
83,2-0021075,2020-02-20 14:05:00,350 GREAT RD,Alpha,Dw,42.4361725,-71.50373449202019,0.258,17.6,0.96,0.96,5.23,26.3,57.2,0.356988938083451,7.15,5.96,0.19875,0.2335,0.96,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,171.86990356445312,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,142.0,5.178945166915538e-06,135.95953007663505
84,2-0021075,2020-02-20 15:00:00,31 CRESCENT ST,Alpha,Dw,42.4374474,-71.50403219782258,0.258,30.5,0.89,0.89,26.1,82.7,204.0,0.047830527145776,20.6,25.1,0.19875,0.2335,0.89,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,135.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,142.0,2.295418567897326e-06,95.41540543880535
85,2-0021075,2019-09-25 15:28:00,29 PACKARD RD,Alpha,Dw,42.4388782,-71.51099536192146,0.258,1.88,0.93,0.93,3.15,7.25,0.0559015400878082,0.088341823259708,6.96,5.72,0.19875,0.2335,0.93,78,71B,,8.0,None,None,0-14%,Poorly drained,Poorly drained,C,B,2.0,2.0,"Water, poorly, and very poorly drained soils",3 to 8 percent slopes,ridgebury,nan,nan,fine sandy loam,nan,nan,stony,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,7,2019-10-01 00:00:00,-6.0,3.147783000356964e-05,288.2301776619592
86,2-0021075,2019-09-25 16:15:00,41 PACKARD RD,Alpha,Dw,42.4397214,-71.51061205443165,0.258,3.74,0.9,0.9,0.0121539599834386,3.94,0.0097774845387871,0.033001974735725,4.47,3.87,0.19875,0.2335,0.9,80,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,26.565052032470703,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,5,2019-10-01 00:00:00,-6.0,3.0390877216793398e-05,300.1009203228635
87,2-0021075,2019-09-25 17:15:00,37 PACKARD RD,Alpha,Dw,42.43928415000001,-71.51036737047146,0.258,2.3,0.945,0.945,3.38,8.02,0.0389635659327008,0.0363296675777639,7.06,5.23,0.19875,0.2335,0.945,81,71B,,8.0,None,None,0-14%,Poorly drained,Poorly drained,C,B,2.0,2.0,"Water, poorly, and very poorly drained soils",3 to 8 percent slopes,ridgebury,nan,nan,fine sandy loam,nan,nan,stony,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,4,2019-10-01 00:00:00,-6.0,2.6265445032705654e-05,295.9324290823975
88,2-0021075,2019-09-26 12:13:00,26 CARRIAGE LN,Alpha,Dw,42.44248855,-71.50863650036749,0.258,2.68,0.94,0.94,0.746027184497983,3.51,0.0488868443143107,0.0568624944335964,4.59,3.78,0.19875,0.2335,0.94,79,71B,,8.0,None,None,0-14%,Poorly drained,Poorly drained,C,B,2.0,2.0,"Water, poorly, and very poorly drained soils",3 to 8 percent slopes,ridgebury,nan,nan,fine sandy loam,nan,nan,stony,333.4349365234375,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,6,2019-10-01 00:00:00,-5.0,3.392441260550984e-05,335.18132797984424
89,2-0021075,2019-09-26 13:08:00,25 PACKARD RD,Alpha,Dw,42.43845225,-71.51121835485066,0.258,0.069482752105167,0.925,0.925,2.66,6.73,0.008136243817945,0.25324041396457,7.81,6.02,0.19875,0.2335,0.925,78,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,7,2019-10-01 00:00:00,-5.0,3.3011602784963755e-05,282.1184239127365
90,2-0021075,2019-09-26 13:55:00,30 RUSSET LN,Alpha,Dw,42.4402009,-71.5075817,0.258,0.517123433293529,0.945,0.945,0.103290024328204,0.799943435178154,0.162575683006802,0.143354047264353,0.881527593708311,0.32469855522008,0.19875,0.2335,0.945,86,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,270.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,-1,2019-10-01 00:00:00,-5.0,1.1164567921143617e-05,330.4005845504408
91,2-0021075,2019-11-13 00:00:00,38 RUSSET LANE,SGS,DW - Drinking Water,42.4407338,-71.507332,0.915,0.177454551279867,0.5,1.0,0.351593564530392,0.474368782159589,0.157603177543884,0.756606173948871,0.478795320063292,0.219549839322768,0.355,0.355,1.0,86,602,,,None,None,0-14%,,,,0,,,"Miscellaneous land types, urban land, and soils above series levels",nan,nan,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,-1,2019-10-01 00:00:00,43.0,1.3315028538617703e-05,337.46393176691254
92,2-0021075,2019-11-13 00:00:00,45 PACKARD RD,SGS,DW - Drinking Water,42.43698121651998,-71.51293278750892,0.915,4.32,1.0,2.0,2.08,1.64078483489461,1.73211734928323,2.69387597278198,6.45,4.62,0.355,0.355,2.0,73,305B,,61.0,None,None,0-14%,Well drained,Well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,nan,90.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,12,2019-10-01 00:00:00,43.0,5.492769391768298e-05,264.01536409825144
93,2-0021075,2019-11-13 00:00:00,54 PACKARD RD,SGS,DW - Drinking Water,42.4407132,-71.51098269892177,0.915,9.23,1.0,2.0,1.5757034785141,3.37340190823787,1.76296178253262,2.31949147055956,3.7,17.1,0.355,0.355,2.0,80,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,5,2019-10-01 00:00:00,43.0,3.9570076689510864e-05,308.21332655850966
94,2-0021075,2019-11-13 00:00:00,63 PACKARD RD,SGS,DW - Drinking Water,42.44120165,-71.51036134412175,0.915,4.5,1.0,2.0,0.17853342368052,2.82372254145333,0.0126765022770229,0.0193105098327889,3.45,3.11,0.355,0.355,2.0,89,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,-4,2019-10-01 00:00:00,43.0,3.6522532741159564e-05,315.7414047479394
95,2-0021075,2019-11-13 00:00:00,69 PACKARD RD,SGS,DW - Drinking Water,42.4416437,-71.51045512399364,0.915,5.3,1.0,2.0,1.45627455663492,1.35989004798781,0.247733797679516,2.04524130939205,4.34,3.63,0.355,0.355,2.0,80,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,90.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,5,2019-10-01 00:00:00,43.0,4.085599558033459e-05,318.45719313367107
96,2-0021075,2019-11-13 00:00:00,72 PACKARD RD,SGS,DW - Drinking Water,42.44172855,-71.51122092636547,0.915,6.8,1.0,2.0,2.77,5.15,2.61,0.0187606621778619,8.74,8.52,0.355,0.355,2.0,82,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,3,2019-10-01 00:00:00,43.0,4.966637935188499e-05,314.90310092486317
97,2-0021075,2019-11-14 00:00:00,10 CARRIAGE LN,SGS,DW - Drinking Water,42.44292025,-71.51053892293001,0.915,0.0999446512134999,0.85,1.7,0.247864265618452,0.180499247657199,0.0093483826550079,0.0239348763573154,0.33687298954026,0.122921894634562,0.355,0.355,1.7,82,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,3,2019-10-01 00:00:00,44.0,5.3759347524830377e-05,325.5178170605791
98,2-0021075,2019-11-14 00:00:00,14 CARRIAGE LN,SGS,DW - Drinking Water,42.44292025,-71.51053892293001,0.915,0.0530587402235148,0.85,3.45,0.0341605707545875,1.72252126013612,0.0038688965563067,0.0030414191696721,0.153947085863831,0.263257091138667,0.355,0.355,3.45,82,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,3,2019-10-01 00:00:00,44.0,5.3759347524830377e-05,325.5178170605791
99,2-0021075,2019-11-14 00:00:00,18 CARRIAGE LN,SGS,DW - Drinking Water,42.442774,-71.50958018855778,0.915,2.16,0.85,1.7,0.373937711067146,1.2043894111217,2.15,0.0320637398975214,2.47,3.71,0.355,0.355,1.7,79,73B,,0.0,None,None,75-100%,Very poorly drained,Very poorly drained,D,B,3.0,3.0,"Water, poorly, and very poorly drained soils",0 to 5 percent slopes,whitman,nan,nan,fine sandy loam,nan,nan,stony,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,6,2019-10-01 00:00:00,44.0,4.355159175538093e-05,330.29278380482145
100,2-0021075,2019-11-14 00:00:00,22 CARRIAGE LN,SGS,DW - Drinking Water,42.44261245,-71.50905646138327,0.915,4.44,0.85,1.7,0.153384233295064,0.821994238532368,2.36,0.0816484889910885,5.06,4.07,0.355,0.355,1.7,79,73B,,0.0,None,None,75-100%,Very poorly drained,Very poorly drained,D,B,3.0,3.0,"Water, poorly, and very poorly drained soils",0 to 5 percent slopes,whitman,nan,nan,fine sandy loam,nan,nan,stony,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,6,2019-10-01 00:00:00,44.0,3.7936946424841394e-05,332.86993007942937
101,2-0021075,2019-11-14 00:00:00,3 CARRIAGE LN,SGS,DW - Drinking Water,42.4422214,-71.51079096607756,0.915,5.35,0.9,1.8,0.0812485892393065,0.17651978523089,2.69,0.0403142583373124,6.17,6.01,0.355,0.355,1.8,82,310B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,nan,71.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,3,2019-10-01 00:00:00,44.0,4.9327759603377916e-05,320.3246635618503
