,folder,report,RTN,type,address,lab,error,results_pages,extracted
638,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71439 - 343 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
639,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71439 - 343 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
640,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71439 - 343 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
641,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71426 - 5 Beechnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
643,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71426 - 5 Beechnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
645,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71426 - 5 Beechnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,11,True
646,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71425 - 359 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
647,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71425 - 359 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
648,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71425 - 359 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
649,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71424 - 296 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
650,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71424 - 296 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
651,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71424 - 296 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
653,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71422 - 300 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
654,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71422 - 300 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
655,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA71422 - 300 Chestnut - 01-08-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
657,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72323 - 9 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
658,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72323 - 9 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
659,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72323 - 9 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
660,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72323 - 9 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,10,True
661,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72322 - 7 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
662,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72321 - 5 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
663,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72321 - 5 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
664,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72321 - 5 Beechnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
665,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72316 - 264 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
666,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72316 - 264 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
667,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72316 - 264 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
668,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72314 - 3 Stony Brook 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
669,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72314 - 3 Stony Brook 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
670,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72314 - 3 Stony Brook 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
671,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72313 - 296 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
672,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72313 - 296 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
673,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72313 - 296 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
674,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72312 - 305 Chestnut - 02-05-2020 FInal.pdf,2-0020923,receptor,,sgs,,7,True
675,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72312 - 305 Chestnut - 02-05-2020 FInal.pdf,2-0020923,receptor,,sgs,,8,True
676,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72312 - 305 Chestnut - 02-05-2020 FInal.pdf,2-0020923,receptor,,sgs,,9,True
677,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72311 - 341 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
678,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72311 - 341 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
679,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72311 - 341 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
680,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72307 - 300 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
681,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72307 - 300 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
682,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72307 - 300 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
684,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72306 - 308 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
686,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72306 - 308 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
688,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72306 - 308 Chestnut - 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,11,True
690,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72305 - 290 Chestnut 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
692,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72305 - 290 Chestnut 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
693,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72305 - 290 Chestnut 02-05-2020 Final.pdf,2-0020923,receptor,,sgs,,10,True
695,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72320 - 3 Beechnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
696,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72320 - 3 Beechnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
697,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72320 - 3 Beechnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
698,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72315 - 343 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
699,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72315 - 343 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
700,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72315 - 343 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
701,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72304 - 307 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,7,True
702,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72304 - 307 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,8,True
703,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA72304 - 307 Chestnut - 02-27-2020 Final.pdf,2-0020923,receptor,,sgs,,9,True
706,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,7,True
708,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,9,True
710,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,11,True
712,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,13,True
714,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,15,True
716,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,17,True
718,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,19,True
720,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,21,True
722,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,receptor,,sgs,,23,True
772,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,10,True
774,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,12,True
776,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,14,True
777,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,15,True
779,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,17,True
781,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,19,True
783,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,21,True
785,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,23,True
787,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,25,True
789,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,27,True
791,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,29,True
793,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,31,True
795,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,33,True
797,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,35,True
799,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,37,True
801,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,39,True
803,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,41,True
805,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,43,True
807,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,45,True
809,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,47,True
811,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,receptor,,sgs,,49,True
813,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,6,True
815,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,8,True
817,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,10,True
819,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,12,True
821,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,14,True
823,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,16,True
825,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,18,True
827,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,20,True
829,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68180 gas training area soil 09-18-2019.pdf,2-0021045,receptor,,sgs,,22,True
831,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,8,True
833,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,10,True
835,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,12,True
837,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,14,True
839,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,16,True
841,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,18,True
843,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,20,True
845,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,22,True
847,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68371 groundwater pfas 09-23-2019.pdf,2-0021045,receptor,,sgs,,24,True
849,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68135 white pond 09-17-2019.pdf,2-0021045,receptor,,sgs,,6,True
851,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68135 white pond 09-17-2019.pdf,2-0021045,receptor,,sgs,,8,True
853,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68135 white pond 09-17-2019.pdf,2-0021045,receptor,,sgs,,10,True
855,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68135 white pond 09-17-2019.pdf,2-0021045,receptor,,sgs,,12,True
856,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68135 white pond 09-17-2019.pdf,2-0021045,receptor,,sgs,,13,True
858,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,9,True
860,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,11,True
862,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,13,True
864,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,15,True
866,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,17,True
868,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,19,True
870,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,21,True
872,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,23,True
874,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,25,True
876,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,27,True
878,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,29,True
880,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,31,True
882,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,receptor,,sgs,,33,True
884,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68229 surface water sw1.pdf,2-0021045,receptor,,sgs,,7,True
886,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68229 surface water sw1.pdf,2-0021045,receptor,,sgs,,9,True
887,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68611 slope pfas 10-03-2019.pdf,2-0021045,receptor,,sgs,,7,True
889,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68611 slope pfas 10-03-2019.pdf,2-0021045,receptor,,sgs,,9,True
891,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,lab report FA68611 slope pfas 10-03-2019.pdf,2-0021045,receptor,,sgs,,11,True
909,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street.pdf,2-0021045,receptor,,alpha,,7,True
910,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street.pdf,2-0021045,receptor,,alpha,,8,True
911,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street.pdf,2-0021045,receptor,,alpha,,9,True
912,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street.pdf,2-0021045,receptor,,alpha,,10,True
913,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street.pdf,2-0021045,receptor,,alpha,,11,True
915,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109632 - 359 Chestnut Street.pdf,2-0021045,receptor,,alpha,,7,True
916,Disposal Site Private Well Lab Reports/2-0021045 - Stow - MA Fire Academy/,L2109632 - 359 Chestnut Street.pdf,2-0021045,receptor,,alpha,,8,True
